"V1"	"V2"	"complex"
"40"	"MED1"	"MED16"	"TRAP complex"
"41"	"MED12"	"MED17"	"TRAP complex"
"42"	"MED12"	"THRAP3"	"TRAP complex"
"43"	"MED12"	"MED16"	"TRAP complex"
"44"	"MED17"	"THRAP3"	"TRAP complex"
"45"	"MED16"	"MED17"	"TRAP complex"
"46"	"MED16"	"THRAP3"	"TRAP complex"
"47"	"AP4E1"	"AP4M1"	"AP4 adaptor complex"
"48"	"AP4M1"	"AP4S1"	"AP4 adaptor complex"
"49"	"AP4B1"	"AP4M1"	"AP4 adaptor complex"
"50"	"AP4E1"	"AP4S1"	"AP4 adaptor complex"
"51"	"AP4B1"	"AP4E1"	"AP4 adaptor complex"
"52"	"AP4B1"	"AP4S1"	"AP4 adaptor complex"
"53"	"ITPR3"	"TRPC1"	"HOMER3-IP3R-TRPC1 complex"
"54"	"HOMER3"	"TRPC1"	"HOMER3-IP3R-TRPC1 complex"
"55"	"HOMER3"	"ITPR3"	"HOMER3-IP3R-TRPC1 complex"
"56"	"CUL7"	"RBX1"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"
"57"	"FBXW8"	"RBX1"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"
"58"	"CUL7"	"SKP1"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"
"59"	"FBXW8"	"SKP1"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"
"60"	"CUL7"	"FBXW8"	"Ubiquitin E3 ligase (SKP1A, FBXW8, CUL7, RBX1)"
"61"	"ARID1A"	"CARM1"	"NUMAC complex (nucleosomal methylation activator complex)"
"62"	"ARID1A"	"SCYL1"	"NUMAC complex (nucleosomal methylation activator complex)"
"63"	"CARM1"	"SMARCA4"	"NUMAC complex (nucleosomal methylation activator complex)"
"64"	"SCYL1"	"SMARCA4"	"NUMAC complex (nucleosomal methylation activator complex)"
"65"	"ACTB"	"CARM1"	"NUMAC complex (nucleosomal methylation activator complex)"
"66"	"ACTB"	"SCYL1"	"NUMAC complex (nucleosomal methylation activator complex)"
"67"	"CARM1"	"SMARCB1"	"NUMAC complex (nucleosomal methylation activator complex)"
"68"	"SCYL1"	"SMARCB1"	"NUMAC complex (nucleosomal methylation activator complex)"
"69"	"CARM1"	"SMARCC2"	"NUMAC complex (nucleosomal methylation activator complex)"
"70"	"CARM1"	"SMARCC1"	"NUMAC complex (nucleosomal methylation activator complex)"
"71"	"CARM1"	"SMARCE1"	"NUMAC complex (nucleosomal methylation activator complex)"
"72"	"CARM1"	"SMARCD1"	"NUMAC complex (nucleosomal methylation activator complex)"
"73"	"CARM1"	"SCYL1"	"NUMAC complex (nucleosomal methylation activator complex)"
"74"	"SCYL1"	"SMARCC2"	"NUMAC complex (nucleosomal methylation activator complex)"
"75"	"SCYL1"	"SMARCC1"	"NUMAC complex (nucleosomal methylation activator complex)"
"76"	"SCYL1"	"SMARCE1"	"NUMAC complex (nucleosomal methylation activator complex)"
"77"	"SCYL1"	"SMARCD1"	"NUMAC complex (nucleosomal methylation activator complex)"
"78"	"NUP98"	"SEC13"	"Nup 107-160 subcomplex"
"79"	"NUP107"	"NUP98"	"Nup 107-160 subcomplex"
"80"	"NUP160"	"NUP98"	"Nup 107-160 subcomplex"
"81"	"NUP43"	"NUP98"	"Nup 107-160 subcomplex"
"82"	"NUP37"	"NUP98"	"Nup 107-160 subcomplex"
"83"	"NUP133"	"NUP98"	"Nup 107-160 subcomplex"
"84"	"NUP98"	"SEH1L"	"Nup 107-160 subcomplex"
"85"	"NUP85"	"NUP98"	"Nup 107-160 subcomplex"
"86"	"NUP107"	"SEC13"	"Nup 107-160 subcomplex"
"87"	"NUP160"	"SEC13"	"Nup 107-160 subcomplex"
"88"	"NUP43"	"SEC13"	"Nup 107-160 subcomplex"
"89"	"NUP37"	"SEC13"	"Nup 107-160 subcomplex"
"90"	"NUP133"	"SEC13"	"Nup 107-160 subcomplex"
"91"	"SEC13"	"SEH1L"	"Nup 107-160 subcomplex"
"92"	"NUP85"	"SEC13"	"Nup 107-160 subcomplex"
"93"	"NUP107"	"NUP160"	"Nup 107-160 subcomplex"
"94"	"NUP107"	"NUP43"	"Nup 107-160 subcomplex"
"95"	"NUP107"	"NUP37"	"Nup 107-160 subcomplex"
"96"	"NUP107"	"NUP133"	"Nup 107-160 subcomplex"
"97"	"NUP107"	"SEH1L"	"Nup 107-160 subcomplex"
"98"	"NUP107"	"NUP85"	"Nup 107-160 subcomplex"
"99"	"NUP160"	"NUP43"	"Nup 107-160 subcomplex"
"100"	"NUP160"	"NUP37"	"Nup 107-160 subcomplex"
"101"	"NUP133"	"NUP160"	"Nup 107-160 subcomplex"
"102"	"NUP160"	"SEH1L"	"Nup 107-160 subcomplex"
"103"	"NUP160"	"NUP85"	"Nup 107-160 subcomplex"
"104"	"NUP37"	"NUP43"	"Nup 107-160 subcomplex"
"105"	"NUP133"	"NUP43"	"Nup 107-160 subcomplex"
"106"	"NUP43"	"SEH1L"	"Nup 107-160 subcomplex"
"107"	"NUP43"	"NUP85"	"Nup 107-160 subcomplex"
"108"	"NUP133"	"NUP37"	"Nup 107-160 subcomplex"
"109"	"NUP37"	"SEH1L"	"Nup 107-160 subcomplex"
"110"	"NUP37"	"NUP85"	"Nup 107-160 subcomplex"
"111"	"NUP133"	"SEH1L"	"Nup 107-160 subcomplex"
"112"	"NUP133"	"NUP85"	"Nup 107-160 subcomplex"
"113"	"NUP85"	"SEH1L"	"Nup 107-160 subcomplex"
"114"	"NAA15"	"XRCC6"	"Ku antigen-NARG1 complex"
"115"	"NAA15"	"XRCC5"	"Ku antigen-NARG1 complex"
"116"	"MDM2"	"TP53"	"p300-MDM2-p53 protein complex"
"117"	"EP300"	"TP53"	"p300-MDM2-p53 protein complex"
"118"	"EP300"	"MDM2"	"p300-MDM2-p53 protein complex"
"119"	"RBBP4"	"SMARCA1"	"hNURF complex"
"120"	"BPTF"	"SMARCA1"	"hNURF complex"
"121"	"RBBP7"	"SMARCA1"	"hNURF complex"
"122"	"BPTF"	"RBBP4"	"hNURF complex"
"123"	"BPTF"	"RBBP7"	"hNURF complex"
"124"	"POLR2D"	"POLR2J"	"RNA polymerase II core complex"
"125"	"POLR2D"	"POLR2K"	"RNA polymerase II core complex"
"126"	"POLR2D"	"POLR2F"	"RNA polymerase II core complex"
"127"	"POLR2C"	"POLR2J"	"RNA polymerase II core complex"
"128"	"POLR2C"	"POLR2K"	"RNA polymerase II core complex"
"129"	"POLR2C"	"POLR2F"	"RNA polymerase II core complex"
"130"	"POLR2E"	"POLR2J"	"RNA polymerase II core complex"
"131"	"POLR2E"	"POLR2K"	"RNA polymerase II core complex"
"132"	"POLR2E"	"POLR2F"	"RNA polymerase II core complex"
"133"	"POLR2A"	"POLR2J"	"RNA polymerase II core complex"
"134"	"POLR2A"	"POLR2K"	"RNA polymerase II core complex"
"135"	"POLR2A"	"POLR2F"	"RNA polymerase II core complex"
"136"	"POLR2B"	"POLR2J"	"RNA polymerase II core complex"
"137"	"POLR2B"	"POLR2K"	"RNA polymerase II core complex"
"138"	"POLR2B"	"POLR2F"	"RNA polymerase II core complex"
"139"	"POLR2I"	"POLR2J"	"RNA polymerase II core complex"
"140"	"POLR2I"	"POLR2K"	"RNA polymerase II core complex"
"141"	"POLR2F"	"POLR2I"	"RNA polymerase II core complex"
"142"	"POLR2H"	"POLR2J"	"RNA polymerase II core complex"
"143"	"POLR2H"	"POLR2K"	"RNA polymerase II core complex"
"144"	"POLR2F"	"POLR2H"	"RNA polymerase II core complex"
"145"	"POLR2J"	"POLR2K"	"RNA polymerase II core complex"
"146"	"POLR2F"	"POLR2J"	"RNA polymerase II core complex"
"147"	"POLR2G"	"POLR2J"	"RNA polymerase II core complex"
"148"	"POLR2J"	"POLR2L"	"RNA polymerase II core complex"
"149"	"POLR2F"	"POLR2K"	"RNA polymerase II core complex"
"150"	"POLR2G"	"POLR2K"	"RNA polymerase II core complex"
"151"	"POLR2K"	"POLR2L"	"RNA polymerase II core complex"
"152"	"POLR2F"	"POLR2G"	"RNA polymerase II core complex"
"153"	"POLR2F"	"POLR2L"	"RNA polymerase II core complex"
"154"	"CDK7"	"ERCC2"	"TFIIH transcription factor complex"
"155"	"CCNH"	"ERCC2"	"TFIIH transcription factor complex"
"156"	"ERCC2"	"MNAT1"	"TFIIH transcription factor complex"
"157"	"CDK7"	"ERCC3"	"TFIIH transcription factor complex"
"158"	"CCNH"	"ERCC3"	"TFIIH transcription factor complex"
"159"	"ERCC3"	"MNAT1"	"TFIIH transcription factor complex"
"160"	"CDK7"	"GTF2H1"	"TFIIH transcription factor complex"
"161"	"CCNH"	"GTF2H1"	"TFIIH transcription factor complex"
"162"	"GTF2H1"	"MNAT1"	"TFIIH transcription factor complex"
"163"	"CCNH"	"CDK7"	"TFIIH transcription factor complex"
"164"	"CDK7"	"MNAT1"	"TFIIH transcription factor complex"
"165"	"CDK7"	"GTF2H2"	"TFIIH transcription factor complex"
"166"	"CDK7"	"GTF2H3"	"TFIIH transcription factor complex"
"167"	"CDK7"	"GTF2H4"	"TFIIH transcription factor complex"
"168"	"CCNH"	"GTF2H2"	"TFIIH transcription factor complex"
"169"	"CCNH"	"GTF2H3"	"TFIIH transcription factor complex"
"170"	"CCNH"	"GTF2H4"	"TFIIH transcription factor complex"
"171"	"GTF2H2"	"MNAT1"	"TFIIH transcription factor complex"
"172"	"GTF2H3"	"MNAT1"	"TFIIH transcription factor complex"
"173"	"GTF2H4"	"MNAT1"	"TFIIH transcription factor complex"
"174"	"CBX4"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"175"	"CBX4"	"HSPA1A"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"176"	"CBX2"	"CBX4"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"177"	"CBX4"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"178"	"CBX4"	"CBX8"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"179"	"HSPA1A"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"180"	"BMI1"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"181"	"PHC1"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"182"	"RING1"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"183"	"CBX2"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"184"	"PHC2"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"185"	"PHC3"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"186"	"SCMH1"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"187"	"RNF2"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"188"	"CBX8"	"SMARCA5"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"189"	"BMI1"	"HSPA1A"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"190"	"HSPA1A"	"PHC1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"191"	"HSPA1A"	"RING1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"192"	"CBX2"	"HSPA1A"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"193"	"HSPA1A"	"PHC2"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"194"	"HSPA1A"	"PHC3"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"195"	"HSPA1A"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"196"	"HSPA1A"	"RNF2"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"197"	"CBX8"	"HSPA1A"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"198"	"BMI1"	"CBX2"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"199"	"BMI1"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"200"	"BMI1"	"CBX8"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"201"	"CBX2"	"PHC1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"202"	"PHC1"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"203"	"CBX8"	"PHC1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"204"	"CBX2"	"RING1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"205"	"RING1"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"206"	"CBX8"	"RING1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"207"	"CBX2"	"PHC2"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"208"	"CBX2"	"PHC3"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"209"	"CBX2"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"210"	"CBX2"	"RNF2"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"211"	"CBX2"	"CBX8"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"212"	"PHC2"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"213"	"CBX8"	"PHC2"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"214"	"PHC3"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"215"	"CBX8"	"PHC3"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"216"	"RNF2"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"217"	"CBX8"	"SCMH1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"218"	"CBX8"	"RNF2"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"219"	"CBX4"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"220"	"SMARCA5"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"221"	"HSPA1A"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"222"	"BMI1"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"223"	"PHC1"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"224"	"RING1"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"225"	"CBX2"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"226"	"PHC2"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"227"	"PHC3"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"228"	"SCMH1"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"229"	"RNF2"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"230"	"CBX8"	"YY1"	"Polycomb repressive complex 1 (PRC1, hPRC-H)"
"231"	"GNA11"	"GNAQ"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"232"	"CD81"	"GNA11"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"233"	"GNA11"	"GNB1"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"234"	"ADGRG1"	"GNA11"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"235"	"CD81"	"GNAQ"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"236"	"GNAQ"	"GNB1"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"237"	"ADGRG1"	"GNAQ"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"238"	"CD81"	"GNB1"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"239"	"ADGRG1"	"CD81"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"240"	"ADGRG1"	"GNB1"	"GPR56-CD81-Galpha(q/11)-Gbeta complex"
"241"	"LTA"	"LTBR"	"Lymphotoxin beta receptor complex"
"242"	"LTA"	"LTB"	"Lymphotoxin beta receptor complex"
"243"	"LTB"	"LTBR"	"Lymphotoxin beta receptor complex"
"244"	"POP7"	"RPP40"	"Rnase/Mrp complex"
"245"	"POP7"	"RPP14"	"Rnase/Mrp complex"
"246"	"POP4"	"POP7"	"Rnase/Mrp complex"
"247"	"POP7"	"RPP38"	"Rnase/Mrp complex"
"248"	"POP7"	"RPP30"	"Rnase/Mrp complex"
"249"	"POP5"	"POP7"	"Rnase/Mrp complex"
"250"	"POP1"	"POP7"	"Rnase/Mrp complex"
"251"	"POP7"	"RPP25"	"Rnase/Mrp complex"
"252"	"POP7"	"RPP21"	"Rnase/Mrp complex"
"253"	"RPP14"	"RPP40"	"Rnase/Mrp complex"
"254"	"POP4"	"RPP40"	"Rnase/Mrp complex"
"255"	"RPP38"	"RPP40"	"Rnase/Mrp complex"
"256"	"RPP30"	"RPP40"	"Rnase/Mrp complex"
"257"	"POP5"	"RPP40"	"Rnase/Mrp complex"
"258"	"POP1"	"RPP40"	"Rnase/Mrp complex"
"259"	"RPP25"	"RPP40"	"Rnase/Mrp complex"
"260"	"RPP21"	"RPP40"	"Rnase/Mrp complex"
"261"	"POP4"	"RPP14"	"Rnase/Mrp complex"
"262"	"RPP14"	"RPP38"	"Rnase/Mrp complex"
"263"	"RPP14"	"RPP30"	"Rnase/Mrp complex"
"264"	"POP5"	"RPP14"	"Rnase/Mrp complex"
"265"	"POP1"	"RPP14"	"Rnase/Mrp complex"
"266"	"RPP14"	"RPP25"	"Rnase/Mrp complex"
"267"	"RPP14"	"RPP21"	"Rnase/Mrp complex"
"268"	"POP4"	"RPP38"	"Rnase/Mrp complex"
"269"	"POP4"	"RPP25"	"Rnase/Mrp complex"
"270"	"RPP30"	"RPP38"	"Rnase/Mrp complex"
"271"	"POP5"	"RPP38"	"Rnase/Mrp complex"
"272"	"POP1"	"RPP38"	"Rnase/Mrp complex"
"273"	"RPP25"	"RPP38"	"Rnase/Mrp complex"
"274"	"RPP21"	"RPP38"	"Rnase/Mrp complex"
"275"	"RPP25"	"RPP30"	"Rnase/Mrp complex"
"276"	"POP5"	"RPP25"	"Rnase/Mrp complex"
"277"	"POP1"	"RPP25"	"Rnase/Mrp complex"
"278"	"RPP21"	"RPP25"	"Rnase/Mrp complex"
"279"	"NDC80"	"SPC24"	"NDC80 kinetochore complex"
"280"	"NDC80"	"SPC25"	"NDC80 kinetochore complex"
"281"	"NUF2"	"SPC24"	"NDC80 kinetochore complex"
"282"	"SPC24"	"SPC25"	"NDC80 kinetochore complex"
"283"	"NUF2"	"SPC25"	"NDC80 kinetochore complex"
"284"	"CASP2"	"CRADD"	"PIDDsome complex"
"285"	"CASP2"	"PIDD1"	"PIDDsome complex"
"286"	"CRADD"	"PIDD1"	"PIDDsome complex"
"287"	"LMO2"	"NHLH2"	"E-box sequence-binding complex"
"288"	"BEX2"	"LMO2"	"E-box sequence-binding complex"
"289"	"LDB1"	"NHLH2"	"E-box sequence-binding complex"
"290"	"BEX2"	"NHLH2"	"E-box sequence-binding complex"
"291"	"BEX2"	"LDB1"	"E-box sequence-binding complex"
"292"	"APBB1"	"APP"	"APP-APBB1-LRP1 complex"
"293"	"APBB1"	"LRP1"	"APP-APBB1-LRP1 complex"
"294"	"APP"	"LRP1"	"APP-APBB1-LRP1 complex"
"295"	"AP1AR"	"AP1G1"	"Gamma-BAR-AP1 complex"
"296"	"AP1AR"	"AP1G2"	"Gamma-BAR-AP1 complex"
"297"	"AP1AR"	"AP1S2"	"Gamma-BAR-AP1 complex"
"298"	"AP1AR"	"AP1S1"	"Gamma-BAR-AP1 complex"
"299"	"AP1AR"	"AP1B1"	"Gamma-BAR-AP1 complex"
"300"	"AP1AR"	"AP1S3"	"Gamma-BAR-AP1 complex"
"301"	"AP1AR"	"AP1M1"	"Gamma-BAR-AP1 complex"
"302"	"AP1AR"	"AP1M2"	"Gamma-BAR-AP1 complex"
"303"	"ACTL6A"	"ARID2"	"PBAF complex (Polybromo- and BAF containing complex)"
"304"	"ARID2"	"SMARCA4"	"PBAF complex (Polybromo- and BAF containing complex)"
"305"	"ACTB"	"ARID2"	"PBAF complex (Polybromo- and BAF containing complex)"
"306"	"ARID2"	"SMARCB1"	"PBAF complex (Polybromo- and BAF containing complex)"
"307"	"ARID2"	"PBRM1"	"PBAF complex (Polybromo- and BAF containing complex)"
"308"	"ARID2"	"SMARCC2"	"PBAF complex (Polybromo- and BAF containing complex)"
"309"	"ARID2"	"SMARCC1"	"PBAF complex (Polybromo- and BAF containing complex)"
"310"	"ARID2"	"SMARCE1"	"PBAF complex (Polybromo- and BAF containing complex)"
"311"	"ARID2"	"SMARCD1"	"PBAF complex (Polybromo- and BAF containing complex)"
"312"	"TAF4"	"TBP"	"TFIID complex"
"313"	"TAF4"	"TAF9"	"TFIID complex"
"314"	"TAF1"	"TBP"	"TFIID complex"
"315"	"TAF6"	"TBP"	"TFIID complex"
"316"	"TAF10"	"TBP"	"TFIID complex"
"317"	"TAF5"	"TBP"	"TFIID complex"
"318"	"TAF11"	"TBP"	"TFIID complex"
"319"	"TAF9"	"TBP"	"TFIID complex"
"320"	"TAF2"	"TBP"	"TFIID complex"
"321"	"TAF1"	"TAF9"	"TFIID complex"
"322"	"TAF6"	"TAF9"	"TFIID complex"
"323"	"TAF10"	"TAF9"	"TFIID complex"
"324"	"TAF5"	"TAF9"	"TFIID complex"
"325"	"TAF11"	"TAF9"	"TFIID complex"
"326"	"TAF2"	"TAF9"	"TFIID complex"
"327"	"GEMIN4"	"SYVN1"	"Retrotranslocation complex"
"328"	"DERL1"	"GEMIN4"	"Retrotranslocation complex"
"329"	"PARP1"	"SMC2"	"Condensin I-PARP-1-XRCC1 complex"
"330"	"SMC2"	"XRCC1"	"Condensin I-PARP-1-XRCC1 complex"
"331"	"PARP1"	"XRCC1"	"Condensin I-PARP-1-XRCC1 complex"
"332"	"NCAPH"	"PARP1"	"Condensin I-PARP-1-XRCC1 complex"
"333"	"NCAPD2"	"PARP1"	"Condensin I-PARP-1-XRCC1 complex"
"334"	"NCAPG"	"PARP1"	"Condensin I-PARP-1-XRCC1 complex"
"335"	"PARP1"	"SMC4"	"Condensin I-PARP-1-XRCC1 complex"
"336"	"NCAPH"	"XRCC1"	"Condensin I-PARP-1-XRCC1 complex"
"337"	"NCAPD2"	"XRCC1"	"Condensin I-PARP-1-XRCC1 complex"
"338"	"NCAPG"	"XRCC1"	"Condensin I-PARP-1-XRCC1 complex"
"339"	"SMC4"	"XRCC1"	"Condensin I-PARP-1-XRCC1 complex"
"340"	"EPS15"	"HGS"	"Protein-sorting ternary complex (EPS15, HGS, STAM2)"
"341"	"EPS15"	"STAM2"	"Protein-sorting ternary complex (EPS15, HGS, STAM2)"
"342"	"HGS"	"STAM"	"Protein-sorting ternary complex (EPS15, HGS, STAM1)"
"343"	"EPS15"	"STAM"	"Protein-sorting ternary complex (EPS15, HGS, STAM1)"
"344"	"ABI1"	"CYFIP1"	"Wave-2 complex"
"345"	"BRK1"	"CYFIP1"	"Wave-2 complex"
"346"	"CYFIP1"	"NCKAP1"	"Wave-2 complex"
"347"	"CYFIP1"	"WASF2"	"Wave-2 complex"
"348"	"ACTG1"	"ARID1A"	"BAF complex"
"349"	"ACTG1"	"ACTL6B"	"BAF complex"
"350"	"ACTG1"	"ACTL6A"	"BAF complex"
"351"	"ACTG1"	"SMARCA2"	"BAF complex"
"352"	"ACTG1"	"SMARCA4"	"BAF complex"
"353"	"ACTB"	"ACTG1"	"BAF complex"
"354"	"ACTG1"	"SMARCB1"	"BAF complex"
"355"	"ACTG1"	"ARID1B"	"BAF complex"
"356"	"ACTG1"	"SMARCC2"	"BAF complex"
"357"	"ACTG1"	"SMARCC1"	"BAF complex"
"358"	"ACTG1"	"SMARCE1"	"BAF complex"
"359"	"ACTG1"	"SMARCD1"	"BAF complex"
"360"	"PSMA7"	"PSMB1"	"PA28-20S proteasome"
"361"	"PSMA1"	"PSMA7"	"PA28-20S proteasome"
"362"	"PSMA2"	"PSMA7"	"PA28-20S proteasome"
"363"	"PSMA3"	"PSMA7"	"PA28-20S proteasome"
"364"	"PSMA4"	"PSMA7"	"PA28-20S proteasome"
"365"	"PSMA5"	"PSMA7"	"PA28-20S proteasome"
"366"	"PSMA7"	"PSMB4"	"PA28-20S proteasome"
"367"	"PSMA7"	"PSMB6"	"PA28-20S proteasome"
"368"	"PSMA7"	"PSMB5"	"PA28-20S proteasome"
"369"	"PSMA7"	"PSMB3"	"PA28-20S proteasome"
"370"	"PSMA7"	"PSMB2"	"PA28-20S proteasome"
"371"	"PSMA6"	"PSMA7"	"PA28-20S proteasome"
"372"	"PSMA7"	"PSME1"	"PA28-20S proteasome"
"373"	"PSMA7"	"PSMB7"	"PA28-20S proteasome"
"374"	"PSMA7"	"PSME2"	"PA28-20S proteasome"
"375"	"PSMA1"	"PSMB1"	"PA28-20S proteasome"
"376"	"PSMA2"	"PSMB1"	"PA28-20S proteasome"
"377"	"PSMA3"	"PSMB1"	"PA28-20S proteasome"
"378"	"PSMA4"	"PSMB1"	"PA28-20S proteasome"
"379"	"PSMA5"	"PSMB1"	"PA28-20S proteasome"
"380"	"PSMB1"	"PSMB4"	"PA28-20S proteasome"
"381"	"PSMB1"	"PSMB6"	"PA28-20S proteasome"
"382"	"PSMB1"	"PSMB5"	"PA28-20S proteasome"
